permutation	qualifying_units	median_variance
904	44	176.291667
905	45	148.000000
906	53	131.050000
907	57	110.916667
908	51	182.333333
909	42	163.791667
910	56	114.416667
911	48	128.308333
912	42	188.458333
913	52	211.458333
914	54	216.541667
915	48	149.458333
916	57	156.229167
917	49	176.500000
918	37	127.000000
919	42	340.500000
920	56	228.333333
921	44	75.666667
922	55	147.000000
923	55	99.062500
924	52	158.833333
925	46	255.000000
926	57	102.333333
927	57	142.333333
928	51	80.200000
929	49	172.583333
930	54	91.333333
931	56	159.000000
932	55	171.333333
933	52	108.708333
934	43	290.333333
935	61	242.333333
936	49	145.333333
937	51	76.333333
938	54	130.166667
939	50	198.697917
940	39	104.333333
941	58	120.541667
942	58	183.666667
943	56	114.666667
944	47	80.333333
945	42	71.447917
946	61	117.000000
947	44	326.337500
948	57	108.000000
949	57	351.750000
950	46	214.316667
951	53	80.333333
952	44	139.475000
953	63	102.333333
954	52	143.333333
955	48	205.333333
956	51	111.000000
957	49	224.333333
958	46	85.666667
959	58	143.739583
960	46	146.447917
961	52	153.625000
962	58	113.250000
963	47	243.666667
964	51	109.000000
965	52	194.208333
966	48	130.041667
967	45	120.333333
968	54	131.708333
969	61	154.333333
970	37	183.250000
971	47	170.000000
972	36	299.125000
973	54	133.541667
974	57	171.000000
975	49	235.395833
976	52	122.656250
977	48	168.766667
978	42	67.541667
979	50	58.041667
980	58	108.333333
981	43	219.000000
982	49	202.333333
983	56	82.166667
984	42	172.333333
985	47	93.562500
986	57	112.333333
987	53	180.750000
988	52	116.666667
989	52	185.166667
990	46	103.625000
991	51	104.333333
992	52	170.833333
993	50	181.458333
994	46	337.583333
995	51	135.300000
996	50	81.687500
997	49	79.000000
998	49	208.333333
999	55	226.333333
1000	47	180.250000
