permutation	orthogroup	tmd_index	species_total	species_with_feature	variance
4	orthogroup_1636	1	10	4	351.729167
4	orthogroup_244	1	9	3	13.000000
4	orthogroup_565	6	8	3	0.083333
4	orthogroup_231	1	8	3	95.250000
4	orthogroup_1742	3	9	3	5174.333333
4	orthogroup_119	1	8	3	2.333333
4	orthogroup_554	2	9	4	65.583333
4	orthogroup_1158	5	9	3	50960.333333
4	orthogroup_1642	3	8	3	124.000000
4	orthogroup_980	2	8	3	93.083333
4	orthogroup_96	1	9	3	129.000000
4	orthogroup_65	4	9	3	147483.000000
4	orthogroup_1554	2	8	5	50.300000
4	orthogroup_159	1	8	3	27.000000
5	orthogroup_934	1	8	3	57.333333
5	orthogroup_119	3	8	4	826.729167
5	orthogroup_870	1	9	4	30.750000
5	orthogroup_484	1	9	3	208.333333
5	orthogroup_1811	12	8	3	14.333333
5	orthogroup_1554	4	8	4	119.895833
5	orthogroup_703	4	9	3	6.333333
5	orthogroup_2	2	9	3	31.083333
5	orthogroup_971	4	8	3	0.083333
5	orthogroup_1406	1	9	4	224.666667
5	orthogroup_1379	6	10	4	2.729167
5	orthogroup_1154	3	9	3	40.333333
5	orthogroup_554	6	9	3	0.333333
5	orthogroup_22	1	8	3	2382.333333
5	orthogroup_1038	5	9	3	5502.583333
5	orthogroup_2	1	9	6	6023.866667
5	orthogroup_1554	6	8	3	105.333333
5	orthogroup_1313	4	9	3	134.333333
5	orthogroup_233	1	8	3	0.333333
5	orthogroup_279	1	9	3	0.000000
5	orthogroup_548	1	9	3	0.333333
5	orthogroup_1811	13	8	6	5991.766667
5	orthogroup_610	4	9	3	261.583333
5	orthogroup_1636	6	10	4	7936.916667
5	orthogroup_335	4	9	3	169.000000
5	orthogroup_1408	1	9	3	56.333333
5	orthogroup_76	5	8	3	122.333333
5	orthogroup_204	1	8	4	2531.583333
5	orthogroup_1453	1	8	4	37559.062500
5	orthogroup_96	5	9	3	0.083333
5	orthogroup_548	5	9	5	0.200000
5	orthogroup_1406	6	9	5	1779.300000
5	orthogroup_1804	3	8	3	4.750000
5	orthogroup_1267	8	9	3	240.250000
5	orthogroup_554	1	9	3	37.000000
5	orthogroup_618	1	9	3	1226.333333
5	orthogroup_1645	1	8	3	285.750000
5	orthogroup_1024	7	9	3	5027.250000
5	orthogroup_1808	1	8	4	13540.062500
5	orthogroup_1335	1	9	5	39611.200000
5	orthogroup_65	3	9	3	281.333333
5	orthogroup_687	1	9	4	227.562500
5	orthogroup_1538	1	9	3	63.083333
5	orthogroup_784	3	9	3	8.333333
5	orthogroup_1644	1	9	3	231.583333
5	orthogroup_548	6	9	3	1.000000
5	orthogroup_244	1	9	4	31.729167
5	orthogroup_1663	10	9	3	76.333333
5	orthogroup_1575	2	9	4	30.562500
5	orthogroup_119	1	8	3	152.333333
5	orthogroup_554	2	9	3	3.000000
5	orthogroup_65	4	9	3	80872.333333
5	orthogroup_371	3	9	3	54.250000
6	orthogroup_1644	2	9	3	3.583333
6	orthogroup_1811	9	8	5	36.425000
6	orthogroup_870	1	9	3	492.333333
6	orthogroup_1799	11	9	3	52.333333
6	orthogroup_790	6	9	3	7854.083333
6	orthogroup_1619	2	9	3	1.750000
6	orthogroup_1435	6	8	5	436.050000
6	orthogroup_582	12	8	3	10425.333333
6	orthogroup_554	6	9	3	89.083333
6	orthogroup_2	1	9	4	3670.729167
6	orthogroup_1024	2	9	3	100.333333
6	orthogroup_1519	8	10	3	4.333333
6	orthogroup_1811	13	8	4	7223.750000
6	orthogroup_1636	6	10	3	4063.083333
6	orthogroup_489	1	9	3	94.333333
6	orthogroup_1627	4	9	3	65.333333
6	orthogroup_145	4	8	3	73.083333
6	orthogroup_1406	4	9	4	56.250000
6	orthogroup_609	2	9	3	97.333333
6	orthogroup_1831	8	8	3	2921.333333
6	orthogroup_1453	1	8	5	41860.500000
6	orthogroup_1462	3	9	3	0.000000
6	orthogroup_1799	6	9	3	112.583333
6	orthogroup_790	1	9	4	104.333333
6	orthogroup_946	11	8	3	1801.583333
6	orthogroup_1742	2	9	3	1436.333333
6	orthogroup_1804	6	8	3	355.750000
6	orthogroup_554	1	9	3	3136.000000
6	orthogroup_1024	7	9	3	2644.000000
6	orthogroup_1808	1	8	3	27525.333333
6	orthogroup_968	1	8	3	17957.333333
6	orthogroup_834	2	8	3	1.333333
6	orthogroup_1335	1	9	3	3382.333333
6	orthogroup_1808	4	8	5	3033.300000
6	orthogroup_1538	1	9	3	3.000000
6	orthogroup_1811	8	8	3	57.333333
6	orthogroup_244	1	9	4	20.083333
6	orthogroup_565	6	8	4	55.062500
6	orthogroup_1742	3	9	3	176.583333
6	orthogroup_96	8	9	3	40.333333
6	orthogroup_1804	7	8	3	0.250000
6	orthogroup_1158	5	9	3	1200.000000
6	orthogroup_80	4	9	4	720.250000
6	orthogroup_65	4	9	6	55934.700000
6	orthogroup_1554	2	8	3	283.000000
6	orthogroup_1038	4	9	3	70.333333
6	orthogroup_1524	1	9	3	0.083333
7	orthogroup_1811	9	8	3	9.333333
7	orthogroup_870	1	9	3	0.583333
7	orthogroup_812	1	9	3	82.750000
7	orthogroup_1124	2	9	3	226.333333
7	orthogroup_1831	2	8	4	1670.250000
7	orthogroup_2	2	9	6	233.100000
7	orthogroup_1406	1	9	3	310.333333
7	orthogroup_1435	6	8	3	0.000000
7	orthogroup_1779	4	8	3	6980.333333
7	orthogroup_582	12	8	3	237.000000
7	orthogroup_554	6	9	5	80.800000
7	orthogroup_1798	3	8	3	30.333333
7	orthogroup_346	4	9	3	84.000000
7	orthogroup_1038	5	9	3	24336.000000
7	orthogroup_1379	8	10	3	332.333333
7	orthogroup_784	8	9	3	208.333333
7	orthogroup_279	1	9	3	1.750000
7	orthogroup_1811	13	8	5	4284.575000
7	orthogroup_1636	6	10	4	4212.916667
7	orthogroup_588	4	8	3	40.333333
7	orthogroup_1311	1	9	3	1010.333333
7	orthogroup_2	3	9	3	1409.333333
7	orthogroup_900	12	9	4	7187.666667
7	orthogroup_1014	5	9	3	96.333333
7	orthogroup_824	6	10	3	343.000000
7	orthogroup_1243	6	8	3	843.083333
7	orthogroup_105	2	9	3	1281.583333
7	orthogroup_145	4	8	3	1.083333
7	orthogroup_582	3	8	3	4.333333
7	orthogroup_335	4	9	3	5.333333
7	orthogroup_1408	1	9	3	0.000000
7	orthogroup_1831	8	8	3	172.583333
7	orthogroup_1453	1	8	4	11344.666667
7	orthogroup_279	2	9	3	34.333333
7	orthogroup_548	5	9	3	50.083333
7	orthogroup_1406	6	9	5	12730.300000
7	orthogroup_946	11	8	4	5551.729167
7	orthogroup_554	1	9	3	81.000000
7	orthogroup_1408	2	9	3	0.000000
7	orthogroup_1024	7	9	3	7042.333333
7	orthogroup_968	1	8	4	26722.000000
7	orthogroup_1208	1	9	3	46.333333
7	orthogroup_1243	9	8	3	108.000000
7	orthogroup_1808	4	8	4	4885.562500
7	orthogroup_1538	1	9	4	204.916667
7	orthogroup_119	2	8	4	38.666667
7	orthogroup_548	6	9	3	46.333333
7	orthogroup_1636	1	10	3	374.333333
7	orthogroup_824	1	10	3	333.000000
7	orthogroup_1642	3	8	3	150.583333
7	orthogroup_65	4	9	3	166014.333333
7	orthogroup_1554	2	8	3	61.000000
7	orthogroup_609	7	9	3	172.583333
7	orthogroup_1524	1	9	5	12.675000
7	orthogroup_371	3	9	4	63.062500
8	orthogroup_1779	5	8	3	1716.333333
8	orthogroup_759	1	9	3	183.000000
8	orthogroup_790	6	9	3	2094.333333
8	orthogroup_1554	4	8	3	2.333333
8	orthogroup_1538	4	9	3	12.000000
8	orthogroup_2	2	9	4	608.666667
8	orthogroup_1225	3	9	3	569.333333
8	orthogroup_1557	4	8	3	20.083333
8	orthogroup_1154	3	9	3	0.750000
8	orthogroup_1784	7	8	3	27.000000
8	orthogroup_1811	1	8	3	152.333333
8	orthogroup_1024	2	9	5	22.000000
8	orthogroup_784	8	9	3	192.000000
8	orthogroup_1788	3	8	3	140.333333
8	orthogroup_1696	3	9	3	184.333333
8	orthogroup_515	1	9	3	244.333333
8	orthogroup_279	1	9	5	55.550000
8	orthogroup_1811	13	8	4	5655.333333
8	orthogroup_1636	6	10	3	921.333333
8	orthogroup_489	1	9	3	49.333333
8	orthogroup_1406	2	9	3	8.333333
8	orthogroup_900	12	9	3	2962.333333
8	orthogroup_105	2	9	3	54.750000
8	orthogroup_582	3	8	3	1.333333
8	orthogroup_1627	7	9	3	242.333333
8	orthogroup_1462	1	9	3	0.250000
8	orthogroup_76	5	8	4	0.000000
8	orthogroup_204	1	8	3	4314.333333
8	orthogroup_145	3	8	3	5.333333
8	orthogroup_1379	2	10	3	12.000000
8	orthogroup_1804	4	8	3	147.250000
8	orthogroup_772	2	9	3	0.250000
8	orthogroup_1294	2	8	3	188.083333
8	orthogroup_548	5	9	3	27.000000
8	orthogroup_1014	6	9	3	37.000000
8	orthogroup_1831	7	8	3	654.333333
8	orthogroup_1406	6	9	3	112.000000
8	orthogroup_204	3	8	3	0.583333
8	orthogroup_1309	1	8	3	0.333333
8	orthogroup_1742	2	9	3	5164.333333
8	orthogroup_582	7	8	3	69.333333
8	orthogroup_1804	6	8	4	50.250000
8	orthogroup_554	1	9	4	1106.250000
8	orthogroup_159	7	8	3	0.333333
8	orthogroup_1024	7	9	3	8814.333333
8	orthogroup_1808	1	8	3	11460.250000
8	orthogroup_1335	1	9	4	26931.333333
8	orthogroup_799	1	10	4	37272.333333
8	orthogroup_1808	4	8	5	10634.300000
8	orthogroup_1538	1	9	5	70.325000
8	orthogroup_1742	4	9	3	14.083333
8	orthogroup_548	6	9	3	8.333333
8	orthogroup_139	1	9	3	14629.000000
8	orthogroup_415	1	9	3	91.000000
8	orthogroup_119	1	8	4	74.395833
8	orthogroup_1435	1	8	4	244.229167
8	orthogroup_65	4	9	6	53249.241667
8	orthogroup_1443	4	8	3	426.083333
9	orthogroup_277	5	8	3	2.333333
9	orthogroup_689	2	8	3	1674.250000
9	orthogroup_119	3	8	3	0.583333
9	orthogroup_759	1	9	4	198.666667
9	orthogroup_703	11	9	3	12.333333
9	orthogroup_790	6	9	3	6231.000000
9	orthogroup_484	1	9	4	20.666667
9	orthogroup_1208	4	9	3	6163.000000
9	orthogroup_231	2	8	4	125.729167
9	orthogroup_1554	4	8	3	75.000000
9	orthogroup_2	2	9	4	294.916667
9	orthogroup_1074	3	9	4	0.250000
9	orthogroup_1379	6	10	3	567.250000
9	orthogroup_1435	6	8	4	110.250000
9	orthogroup_1557	4	8	3	0.083333
9	orthogroup_156	5	8	3	3.583333
9	orthogroup_582	12	8	3	4237.583333
9	orthogroup_554	6	9	3	4.083333
9	orthogroup_703	13	9	3	16.333333
9	orthogroup_1811	1	8	3	14.333333
9	orthogroup_2	1	9	4	2846.916667
9	orthogroup_1024	2	9	3	4.333333
9	orthogroup_1811	13	8	6	4735.200000
9	orthogroup_1636	6	10	5	8247.800000
9	orthogroup_36	4	8	3	24.083333
9	orthogroup_1412	4	9	3	0.333333
9	orthogroup_900	12	9	3	2548.000000
9	orthogroup_1831	6	8	3	96.333333
9	orthogroup_1642	5	8	3	300.000000
9	orthogroup_204	1	8	3	343.000000
9	orthogroup_772	2	9	3	2.333333
9	orthogroup_1811	4	8	4	742.250000
9	orthogroup_1294	2	8	3	221.583333
9	orthogroup_1406	6	9	4	2036.916667
9	orthogroup_1243	7	8	3	252.083333
9	orthogroup_1379	1	10	3	450.333333
9	orthogroup_554	1	9	3	48.000000
9	orthogroup_1408	2	9	5	12.800000
9	orthogroup_1481	1	9	3	91.000000
9	orthogroup_1335	1	9	3	18920.333333
9	orthogroup_1808	4	8	3	25645.750000
9	orthogroup_834	1	8	3	1.083333
9	orthogroup_1038	2	9	3	1.000000
9	orthogroup_1158	5	9	3	29991.000000
9	orthogroup_1435	1	8	4	228.666667
9	orthogroup_65	4	9	5	70818.200000
9	orthogroup_1554	2	8	4	83.729167
9	orthogroup_938	5	8	3	66.333333
9	orthogroup_329	12	9	4	470.416667
9	orthogroup_1524	1	9	5	392.700000
9	orthogroup_1208	5	9	3	0.333333
10	orthogroup_119	3	8	3	828.250000
10	orthogroup_759	1	9	5	10.300000
10	orthogroup_790	6	9	3	4832.333333
10	orthogroup_1554	4	8	4	124.666667
10	orthogroup_204	8	8	3	2088.250000
10	orthogroup_2	2	9	5	1283.200000
10	orthogroup_272	1	9	3	741.000000
10	orthogroup_1379	6	10	3	476.583333
10	orthogroup_1435	6	8	3	1193.250000
10	orthogroup_582	12	8	3	5419.750000
10	orthogroup_554	6	9	4	53.500000
10	orthogroup_346	4	9	3	55.750000
10	orthogroup_1799	3	9	3	24.333333
10	orthogroup_22	1	8	3	73.000000
10	orthogroup_1038	5	9	3	42012.333333
10	orthogroup_1024	2	9	3	120.333333
10	orthogroup_300	10	8	4	27.333333
10	orthogroup_548	1	9	4	17.583333
10	orthogroup_1811	13	8	4	963.729167
10	orthogroup_1636	6	10	3	2163.000000
10	orthogroup_1811	3	8	3	243.000000
10	orthogroup_2	3	9	4	520.250000
10	orthogroup_1379	10	10	3	160.333333
10	orthogroup_1627	7	9	3	17.333333
10	orthogroup_588	6	8	4	0.062500
10	orthogroup_609	2	9	3	259.000000
10	orthogroup_204	1	8	4	8781.416667
10	orthogroup_1831	8	8	3	2611.000000
10	orthogroup_689	7	8	3	124.333333
10	orthogroup_1453	1	8	4	49754.062500
10	orthogroup_1379	2	10	3	161.333333
10	orthogroup_995	4	9	3	0.333333
10	orthogroup_548	2	9	3	121.333333
10	orthogroup_96	5	9	3	162.333333
10	orthogroup_1627	9	9	3	16.333333
10	orthogroup_1811	4	8	4	1387.583333
10	orthogroup_1294	2	8	3	0.000000
10	orthogroup_938	9	8	3	7.000000
10	orthogroup_1831	7	8	3	161.333333
10	orthogroup_1406	6	9	3	3814.333333
10	orthogroup_1379	1	10	3	324.333333
10	orthogroup_1457	5	10	3	0.000000
10	orthogroup_554	1	9	4	171.333333
10	orthogroup_1400	4	8	3	25.000000
10	orthogroup_1024	7	9	3	10912.333333
10	orthogroup_968	1	8	3	622.333333
10	orthogroup_1335	1	9	3	17456.333333
10	orthogroup_687	1	9	3	422.333333
10	orthogroup_1808	4	8	4	2492.250000
10	orthogroup_1642	1	8	3	192.000000
10	orthogroup_1636	1	10	3	352.333333
10	orthogroup_244	1	9	4	16.916667
10	orthogroup_371	1	9	3	325.000000
10	orthogroup_759	9	9	3	247.583333
10	orthogroup_119	1	8	3	10.583333
10	orthogroup_1158	5	9	5	22183.300000
10	orthogroup_1642	3	8	3	5.333333
10	orthogroup_65	4	9	4	126938.916667
10	orthogroup_1554	2	8	3	116.083333
10	orthogroup_329	12	9	3	8815.083333
11	orthogroup_354	10	9	4	8.062500
11	orthogroup_934	1	8	3	82.333333
11	orthogroup_119	3	8	4	638.916667
11	orthogroup_980	1	8	3	50.250000
11	orthogroup_1811	9	8	3	1.000000
11	orthogroup_1124	2	9	3	308.583333
11	orthogroup_484	1	9	3	35.083333
11	orthogroup_159	13	8	5	96.925000
11	orthogroup_1619	2	9	4	25.562500
11	orthogroup_231	2	8	4	18.229167
11	orthogroup_136	1	9	3	329.333333
11	orthogroup_1379	6	10	3	526.750000
11	orthogroup_1154	3	9	4	0.333333
11	orthogroup_554	6	9	5	60.800000
11	orthogroup_22	1	8	3	14.333333
11	orthogroup_1038	5	9	3	41256.333333
11	orthogroup_2	1	9	3	1040.333333
11	orthogroup_1519	8	10	3	169.000000
11	orthogroup_548	1	9	4	193.666667
11	orthogroup_1811	13	8	5	9883.000000
11	orthogroup_1636	6	10	5	5367.500000
11	orthogroup_900	12	9	3	2054.083333
11	orthogroup_1811	2	8	4	74.250000
11	orthogroup_1462	1	9	3	19.083333
11	orthogroup_1408	1	9	3	200.083333
11	orthogroup_204	1	8	5	4388.800000
11	orthogroup_1453	1	8	3	212.333333
11	orthogroup_1462	3	9	3	4.083333
11	orthogroup_565	2	8	3	71.083333
11	orthogroup_1406	6	9	4	1429.583333
11	orthogroup_1831	10	8	3	1.333333
11	orthogroup_582	7	8	3	1176.333333
11	orthogroup_554	1	9	5	1115.500000
11	orthogroup_1808	1	8	3	22974.333333
11	orthogroup_968	1	8	3	763.083333
11	orthogroup_1335	1	9	4	19297.333333
11	orthogroup_1808	4	8	4	20886.229167
11	orthogroup_1538	1	9	4	187.729167
11	orthogroup_1177	2	10	3	52.333333
11	orthogroup_1363	6	9	3	12.333333
11	orthogroup_1636	1	10	3	374.333333
11	orthogroup_1663	10	9	3	8.333333
11	orthogroup_1362	1	9	3	165.333333
11	orthogroup_371	1	9	3	17.583333
11	orthogroup_119	1	8	4	154.229167
11	orthogroup_1158	5	9	3	12652.000000
11	orthogroup_65	4	9	4	27820.666667
11	orthogroup_1554	2	8	4	110.916667
11	orthogroup_609	7	9	3	0.000000
12	orthogroup_119	3	8	5	278.800000
12	orthogroup_759	1	9	3	294.333333
12	orthogroup_1811	9	8	3	1.583333
12	orthogroup_618	4	9	4	119.562500
12	orthogroup_159	13	8	4	12.750000
12	orthogroup_1412	3	9	3	1.000000
12	orthogroup_2	2	9	4	397.729167
12	orthogroup_1379	6	10	3	385.333333
12	orthogroup_582	12	8	3	1.000000
12	orthogroup_554	6	9	3	15.750000
12	orthogroup_1811	11	8	3	31.000000
12	orthogroup_1811	1	8	3	48.000000
12	orthogroup_2	1	9	5	4262.500000
12	orthogroup_1519	8	10	4	29.395833
12	orthogroup_784	8	9	3	192.000000
12	orthogroup_145	2	8	3	114.083333
12	orthogroup_1181	1	10	3	16.333333
12	orthogroup_1811	13	8	6	10174.700000
12	orthogroup_900	12	9	3	6234.083333
12	orthogroup_548	3	9	3	472.333333
12	orthogroup_588	6	8	3	0.000000
12	orthogroup_204	1	8	3	12545.333333
12	orthogroup_551	4	9	3	1.333333
12	orthogroup_540	1	9	3	777.583333
12	orthogroup_1406	6	9	5	8691.700000
12	orthogroup_1557	9	8	3	3.250000
12	orthogroup_188	1	8	3	74.333333
12	orthogroup_582	7	8	3	516.000000
12	orthogroup_554	1	9	5	65.050000
12	orthogroup_968	1	8	3	27505.750000
12	orthogroup_1808	4	8	3	33709.000000
12	orthogroup_1538	1	9	4	107.000000
12	orthogroup_548	6	9	3	82.333333
12	orthogroup_244	1	9	4	9.395833
12	orthogroup_279	5	9	3	1.333333
12	orthogroup_1158	5	9	4	23947.333333
12	orthogroup_554	5	9	3	49.333333
12	orthogroup_968	2	8	3	273.583333
12	orthogroup_65	4	9	4	85329.666667
12	orthogroup_1554	2	8	4	15.229167
12	orthogroup_371	3	9	4	46.750000
12	orthogroup_156	3	8	3	85.750000
13	orthogroup_1644	2	9	4	1.729167
13	orthogroup_980	1	8	3	1758.333333
13	orthogroup_790	6	9	4	1941.729167
13	orthogroup_1831	2	8	4	761.333333
13	orthogroup_1435	6	8	3	343.000000
13	orthogroup_1557	4	8	4	45.729167
13	orthogroup_387	9	8	3	17.333333
13	orthogroup_159	12	8	3	0.333333
13	orthogroup_1811	1	8	3	23.083333
13	orthogroup_2	1	9	8	5000.500000
13	orthogroup_548	1	9	5	13.500000
13	orthogroup_1811	13	8	5	8302.700000
13	orthogroup_1636	6	10	4	6667.000000
