permutation	orthogroup	tmd_index	species_total	species_with_feature	variance
3	orthogroup_1335	1	9	6	2077.766667
3	orthogroup_772	2	9	3	0.750000
3	orthogroup_14	3	8	5	99.200000
3	orthogroup_1804	5	8	3	102.333333
3	orthogroup_548	5	9	4	26.229167
3	orthogroup_1663	4	9	3	27.000000
3	orthogroup_1309	12	8	3	126.583333
3	orthogroup_719	10	9	3	17.333333
3	orthogroup_156	5	8	4	10.729167
3	orthogroup_554	5	9	3	277.333333
3	orthogroup_759	7	9	3	0.083333
3	orthogroup_2	2	9	4	97.583333
3	orthogroup_454	2	9	3	4239.000000
3	orthogroup_1627	11	9	3	13.000000
3	orthogroup_1406	4	9	3	2.333333
3	orthogroup_554	7	9	3	241.000000
3	orthogroup_1619	1	9	3	0.333333
4	orthogroup_946	11	8	4	7256.916667
4	orthogroup_36	2	8	3	46.083333
4	orthogroup_1406	6	9	4	4929.395833
4	orthogroup_687	7	9	3	12.000000
4	orthogroup_1811	9	8	3	54.333333
4	orthogroup_2	3	9	3	1906.333333
4	orthogroup_159	3	8	3	0.000000
4	orthogroup_790	6	9	5	11682.300000
4	orthogroup_1636	2	10	3	12.250000
4	orthogroup_1435	6	8	4	463.000000
4	orthogroup_1538	1	9	3	211.000000
4	orthogroup_338	1	10	3	389.333333
4	orthogroup_1074	4	9	4	0.750000
4	orthogroup_96	6	9	3	13.000000
4	orthogroup_554	1	9	3	1659.000000
4	orthogroup_834	2	8	3	1.083333
4	orthogroup_1208	1	9	4	465.666667
4	orthogroup_1627	7	9	3	3.583333
4	orthogroup_1554	3	8	5	129.800000
4	orthogroup_900	8	9	3	16.333333
4	orthogroup_565	6	8	3	0.083333
4	orthogroup_554	3	9	3	8.333333
4	orthogroup_1408	1	9	3	382.333333
4	orthogroup_1158	5	9	3	52990.333333
4	orthogroup_1636	6	10	5	6334.575000
4	orthogroup_980	3	8	3	43.583333
4	orthogroup_178	1	10	3	2.333333
4	orthogroup_1808	4	8	4	12910.250000
4	orthogroup_1831	7	8	3	532.000000
4	orthogroup_1733	7	9	3	6504.333333
4	orthogroup_938	2	8	4	117.833333
4	orthogroup_1406	1	9	3	195.083333
4	orthogroup_609	3	9	3	73.083333
4	orthogroup_1689	1	9	3	174.333333
4	orthogroup_1554	4	8	4	190.916667
4	orthogroup_1363	4	9	3	176.333333
4	orthogroup_65	4	9	3	147642.333333
4	orthogroup_244	1	9	3	14.333333
4	orthogroup_1811	13	8	4	4624.083333
4	orthogroup_1642	3	8	3	124.000000
4	orthogroup_119	2	8	3	2.333333
4	orthogroup_1307	8	8	3	7.000000
4	orthogroup_759	5	9	3	161.333333
4	orthogroup_1335	1	9	3	38635.083333
4	orthogroup_145	4	8	4	8.562500
4	orthogroup_1243	6	8	3	21.333333
4	orthogroup_870	2	9	4	46.250000
4	orthogroup_210	1	9	4	0.250000
4	orthogroup_1619	2	9	3	0.000000
4	orthogroup_1644	5	9	3	21.000000
4	orthogroup_159	1	8	3	27.000000
4	orthogroup_548	6	9	5	135.325000
5	orthogroup_36	2	8	3	84.000000
5	orthogroup_1406	6	9	5	1779.300000
5	orthogroup_1733	11	9	3	280.333333
5	orthogroup_1808	1	8	4	13540.062500
5	orthogroup_598	9	9	3	387.000000
5	orthogroup_1538	1	9	3	93.583333
5	orthogroup_784	4	9	3	8.333333
5	orthogroup_934	1	8	3	57.333333
5	orthogroup_96	6	9	3	11.083333
5	orthogroup_554	1	9	3	33.333333
5	orthogroup_687	1	9	4	217.729167
5	orthogroup_1453	1	8	4	37646.062500
5	orthogroup_554	3	9	4	19.000000
5	orthogroup_1408	1	9	3	52.333333
5	orthogroup_1024	7	9	3	4706.583333
5	orthogroup_1575	3	9	3	436.583333
5	orthogroup_1557	2	8	3	85.583333
5	orthogroup_1636	6	10	4	8048.916667
5	orthogroup_618	1	9	3	1230.333333
5	orthogroup_971	4	8	3	0.083333
5	orthogroup_1038	5	9	3	5502.583333
5	orthogroup_346	5	9	3	1045.333333
5	orthogroup_1575	2	9	3	18.750000
5	orthogroup_204	2	8	3	93.000000
5	orthogroup_22	1	8	3	34.333333
5	orthogroup_1663	10	9	3	30.333333
5	orthogroup_1804	4	8	3	6.250000
5	orthogroup_548	1	9	3	1.333333
5	orthogroup_1379	6	10	4	2.729167
5	orthogroup_329	7	9	3	3080.583333
5	orthogroup_76	6	8	3	272.333333
5	orthogroup_870	1	9	4	30.750000
5	orthogroup_119	3	8	5	992.000000
5	orthogroup_65	4	9	4	64723.666667
5	orthogroup_279	1	9	3	0.000000
5	orthogroup_244	1	9	4	11.062500
5	orthogroup_1811	13	8	6	6995.600000
5	orthogroup_610	4	9	3	261.583333
5	orthogroup_329	6	9	3	38.583333
5	orthogroup_1554	6	8	3	80.333333
5	orthogroup_119	2	8	3	61.000000
5	orthogroup_1335	1	9	5	39907.800000
5	orthogroup_1267	8	9	3	390.250000
5	orthogroup_565	9	8	3	37.000000
5	orthogroup_548	5	9	3	25.583333
5	orthogroup_2	2	9	5	745.075000
5	orthogroup_554	8	9	3	310.333333
5	orthogroup_371	4	9	3	54.250000
5	orthogroup_1154	3	9	3	52.083333
5	orthogroup_1811	7	8	3	134.333333
5	orthogroup_2	1	9	4	4947.000000
5	orthogroup_233	2	8	3	0.333333
5	orthogroup_1831	2	8	3	3787.750000
5	orthogroup_548	6	9	6	167.641667
6	orthogroup_946	11	8	3	1358.333333
6	orthogroup_1811	9	8	4	84.562500
6	orthogroup_790	6	9	3	7650.750000
6	orthogroup_1742	3	9	3	176.583333
6	orthogroup_1808	1	8	3	27892.000000
6	orthogroup_1435	6	8	5	436.050000
6	orthogroup_1538	1	9	3	102.083333
6	orthogroup_968	1	8	3	17957.333333
6	orthogroup_772	7	9	3	36.750000
6	orthogroup_703	13	9	3	3724.000000
6	orthogroup_834	2	8	3	1.333333
6	orthogroup_1462	3	9	3	8.333333
6	orthogroup_1627	4	9	3	65.333333
6	orthogroup_1453	1	8	5	41569.300000
6	orthogroup_565	6	8	4	47.895833
6	orthogroup_96	8	9	3	144.333333
6	orthogroup_277	7	8	3	201.333333
6	orthogroup_1024	7	9	3	2529.333333
6	orthogroup_1158	5	9	3	1200.000000
6	orthogroup_1636	6	10	3	4276.583333
6	orthogroup_1038	5	9	3	8533.333333
6	orthogroup_1808	4	8	5	3091.950000
6	orthogroup_582	12	8	3	10494.333333
6	orthogroup_588	6	8	4	64.916667
6	orthogroup_609	3	9	3	0.333333
6	orthogroup_1644	2	9	3	0.583333
6	orthogroup_96	9	9	3	385.333333
6	orthogroup_65	4	9	6	55918.966667
6	orthogroup_1799	12	9	3	52.333333
6	orthogroup_80	4	9	4	693.666667
6	orthogroup_244	1	9	4	7.166667
6	orthogroup_1811	13	8	4	12193.729167
6	orthogroup_1335	1	9	3	3536.333333
6	orthogroup_554	8	9	3	184.333333
6	orthogroup_1804	7	8	4	1.166667
6	orthogroup_1742	2	9	3	1477.333333
6	orthogroup_489	1	9	3	12.000000
6	orthogroup_1619	2	9	3	1.750000
6	orthogroup_1406	4	9	4	49.000000
6	orthogroup_790	1	9	4	117.666667
6	orthogroup_2	1	9	4	3656.062500
6	orthogroup_554	7	9	3	7.000000
6	orthogroup_1519	9	10	4	41.666667
7	orthogroup_938	7	8	3	127.583333
7	orthogroup_946	11	8	4	6375.229167
7	orthogroup_36	2	8	3	144.333333
7	orthogroup_1406	6	9	5	12730.300000
7	orthogroup_1811	9	8	4	44.250000
7	orthogroup_2	3	9	3	1267.000000
7	orthogroup_1014	6	9	3	271.000000
7	orthogroup_335	4	9	3	0.333333
7	orthogroup_279	3	9	3	34.333333
7	orthogroup_1435	6	8	3	0.000000
7	orthogroup_1538	1	9	3	94.083333
7	orthogroup_968	1	8	4	26722.000000
7	orthogroup_1663	9	9	3	214.333333
7	orthogroup_1208	1	9	3	46.333333
7	orthogroup_1554	3	8	3	21.583333
7	orthogroup_1453	1	8	4	11668.666667
7	orthogroup_1779	5	8	3	4842.333333
7	orthogroup_1524	2	9	3	0.083333
7	orthogroup_1408	1	9	3	0.000000
7	orthogroup_834	4	8	3	547.000000
7	orthogroup_1024	7	9	3	6722.333333
7	orthogroup_1636	6	10	4	4069.666667
7	orthogroup_985	3	10	3	108.333333
7	orthogroup_1554	2	8	3	44.333333
7	orthogroup_1042	4	9	3	12.000000
7	orthogroup_784	8	9	3	200.333333
7	orthogroup_1038	5	9	4	20006.250000
7	orthogroup_1808	4	8	4	4959.062500
7	orthogroup_531	14	9	3	286.750000
7	orthogroup_1408	3	9	3	0.000000
7	orthogroup_582	12	8	3	220.333333
7	orthogroup_1798	4	8	3	26.333333
7	orthogroup_824	6	10	3	292.000000
7	orthogroup_1642	4	8	3	460.333333
7	orthogroup_870	1	9	3	0.583333
7	orthogroup_900	12	9	4	7128.916667
7	orthogroup_65	4	9	3	165906.333333
7	orthogroup_279	1	9	3	2.083333
7	orthogroup_1811	13	8	5	4090.675000
7	orthogroup_582	4	8	3	0.333333
7	orthogroup_119	2	8	6	64.966667
7	orthogroup_145	4	8	3	1.083333
7	orthogroup_1406	2	9	3	721.000000
7	orthogroup_1243	6	8	3	843.083333
7	orthogroup_609	7	9	3	172.583333
7	orthogroup_105	2	9	3	1200.250000
7	orthogroup_2	2	9	6	576.800000
7	orthogroup_371	4	9	4	63.062500
7	orthogroup_425	10	8	3	102.083333
7	orthogroup_1154	3	9	3	74.083333
7	orthogroup_554	7	9	4	56.250000
7	orthogroup_812	1	9	3	68.083333
7	orthogroup_1831	2	8	4	1670.250000
7	orthogroup_548	6	9	4	405.229167
8	orthogroup_582	7	8	3	93.000000
8	orthogroup_1406	6	9	4	6996.916667
8	orthogroup_1014	6	9	3	401.333333
8	orthogroup_1225	3	9	3	609.333333
8	orthogroup_790	6	9	3	2120.333333
8	orthogroup_1808	1	8	3	11135.583333
8	orthogroup_1696	3	9	3	200.333333
8	orthogroup_1538	1	9	5	78.425000
8	orthogroup_1538	4	9	3	12.000000
8	orthogroup_554	1	9	3	849.333333
8	orthogroup_515	1	9	3	244.333333
8	orthogroup_1779	5	8	3	1612.333333
8	orthogroup_1024	7	9	3	8454.333333
8	orthogroup_1636	6	10	3	940.333333
8	orthogroup_971	4	8	3	92.333333
8	orthogroup_784	8	9	3	144.333333
8	orthogroup_1808	4	8	5	10634.300000
8	orthogroup_1784	7	8	3	24.333333
8	orthogroup_1831	7	8	3	654.333333
8	orthogroup_1799	10	9	3	28.583333
8	orthogroup_582	12	8	3	14384.250000
8	orthogroup_145	3	8	3	5.333333
8	orthogroup_1557	4	8	3	7.583333
8	orthogroup_1554	4	8	4	33.666667
8	orthogroup_799	1	10	4	37172.916667
8	orthogroup_76	6	8	4	0.000000
8	orthogroup_900	12	9	3	3279.000000
8	orthogroup_65	4	9	6	53249.241667
8	orthogroup_279	1	9	5	55.550000
8	orthogroup_1811	13	8	4	5697.583333
8	orthogroup_582	4	8	3	0.333333
8	orthogroup_159	7	8	4	51.583333
8	orthogroup_329	6	9	3	1282.750000
8	orthogroup_1435	1	8	3	82.750000
8	orthogroup_1294	2	8	3	188.083333
8	orthogroup_119	2	8	3	1.083333
8	orthogroup_1335	1	9	4	27130.916667
8	orthogroup_772	2	9	4	52.729167
8	orthogroup_14	3	8	3	212.333333
8	orthogroup_1462	1	9	3	0.250000
8	orthogroup_1309	2	8	4	69.666667
8	orthogroup_415	1	9	3	96.333333
8	orthogroup_1443	5	8	3	75.000000
8	orthogroup_105	2	9	3	39.083333
8	orthogroup_2	2	9	4	608.666667
8	orthogroup_1804	7	8	4	63.000000
8	orthogroup_1024	2	9	5	29.800000
8	orthogroup_1154	3	9	3	0.750000
8	orthogroup_204	4	8	3	0.250000
8	orthogroup_1379	2	10	3	176.333333
8	orthogroup_1406	3	9	3	16.333333
8	orthogroup_548	6	9	5	195.800000
8	orthogroup_1742	4	9	3	18.250000
9	orthogroup_834	1	8	3	9.250000
9	orthogroup_1406	6	9	4	2036.916667
9	orthogroup_329	12	9	4	8235.166667
9	orthogroup_1379	1	10	3	450.333333
9	orthogroup_790	6	9	5	12131.500000
9	orthogroup_1742	3	9	3	6425.333333
9	orthogroup_759	1	9	3	39.000000
9	orthogroup_1779	4	8	3	2414.333333
9	orthogroup_1524	1	9	5	158.700000
9	orthogroup_1435	6	8	5	857.700000
9	orthogroup_1074	4	9	4	0.250000
9	orthogroup_703	13	9	3	36.333333
9	orthogroup_554	1	9	3	48.000000
9	orthogroup_277	5	8	3	2.333333
9	orthogroup_1038	3	9	3	7.000000
9	orthogroup_703	12	9	3	7.000000
9	orthogroup_1554	3	8	4	112.229167
9	orthogroup_1158	5	9	3	29991.000000
9	orthogroup_1636	6	10	5	8652.800000
9	orthogroup_1808	4	8	3	26197.750000
9	orthogroup_1831	7	8	3	108.000000
9	orthogroup_36	4	8	3	24.083333
9	orthogroup_1408	3	9	5	12.800000
9	orthogroup_100	12	10	3	241.750000
9	orthogroup_582	12	8	3	4162.750000
9	orthogroup_1557	4	8	4	37.062500
9	orthogroup_1208	5	9	3	4.333333
9	orthogroup_1554	4	8	3	40.333333
9	orthogroup_484	1	9	4	24.250000
9	orthogroup_119	3	8	3	0.083333
9	orthogroup_900	12	9	4	5118.916667
9	orthogroup_65	4	9	5	70941.500000
9	orthogroup_80	4	9	3	1344.333333
9	orthogroup_1208	4	9	3	6400.000000
9	orthogroup_1811	13	8	6	4678.966667
9	orthogroup_582	4	8	3	57.333333
9	orthogroup_1435	1	8	3	76.333333
9	orthogroup_1294	2	8	3	221.583333
9	orthogroup_119	2	8	3	129.000000
9	orthogroup_1335	1	9	3	18656.333333
9	orthogroup_772	2	9	3	2.333333
9	orthogroup_156	5	8	4	15.833333
9	orthogroup_1811	5	8	3	106.750000
9	orthogroup_2	2	9	6	349.366667
9	orthogroup_554	8	9	3	432.000000
9	orthogroup_1024	2	9	4	40.333333
9	orthogroup_1154	3	9	4	97.416667
9	orthogroup_1412	4	9	3	40.333333
9	orthogroup_548	6	9	3	625.333333
9	orthogroup_1243	7	8	3	252.083333
10	orthogroup_1406	6	9	3	3814.333333
10	orthogroup_689	7	8	3	124.333333
10	orthogroup_329	12	9	3	364.000000
10	orthogroup_1811	9	8	3	79.000000
10	orthogroup_2	3	9	5	1389.200000
10	orthogroup_790	6	9	4	9674.250000
10	orthogroup_759	1	9	5	16.300000
10	orthogroup_995	5	9	3	0.333333
10	orthogroup_1636	2	10	3	10.333333
10	orthogroup_1435	6	8	3	1193.250000
10	orthogroup_968	1	8	3	622.333333
10	orthogroup_204	8	8	3	2088.250000
10	orthogroup_554	1	9	3	192.000000
10	orthogroup_1309	7	8	3	35.583333
10	orthogroup_1627	7	9	3	30.333333
10	orthogroup_1453	1	8	4	50421.729167
10	orthogroup_1831	8	8	3	2611.000000
10	orthogroup_1024	7	9	3	11074.333333
10	orthogroup_1158	5	9	5	22183.300000
10	orthogroup_1636	6	10	3	2007.000000
10	orthogroup_1038	5	9	3	41910.333333
10	orthogroup_346	5	9	3	55.750000
10	orthogroup_1808	4	8	4	2507.000000
10	orthogroup_1831	7	8	4	337.583333
10	orthogroup_548	1	9	4	8.250000
10	orthogroup_582	12	8	3	5251.083333
10	orthogroup_588	6	8	4	62.729167
10	orthogroup_938	2	8	3	66.333333
10	orthogroup_1642	1	8	3	192.000000
10	orthogroup_1554	4	8	3	40.333333
10	orthogroup_1811	4	8	3	930.583333
10	orthogroup_1733	6	9	3	243.583333
10	orthogroup_204	1	8	3	4470.083333
10	orthogroup_300	10	8	4	37.583333
10	orthogroup_119	3	8	3	856.583333
10	orthogroup_1443	4	8	3	56.333333
10	orthogroup_233	9	8	3	30.333333
10	orthogroup_65	4	9	4	127177.583333
10	orthogroup_682	2	8	3	158.250000
10	orthogroup_244	1	9	4	12.666667
10	orthogroup_609	2	9	3	127.000000
10	orthogroup_1811	13	8	5	7496.575000
10	orthogroup_1627	10	9	3	22.333333
10	orthogroup_1642	3	8	3	0.333333
10	orthogroup_1811	3	8	3	616.083333
10	orthogroup_1379	8	10	3	154.333333
10	orthogroup_1294	2	8	3	0.000000
10	orthogroup_119	2	8	3	10.583333
10	orthogroup_1307	8	8	3	25.000000
10	orthogroup_1335	1	9	3	17400.333333
10	orthogroup_1799	4	9	3	19.000000
10	orthogroup_371	1	9	3	31.750000
10	orthogroup_1379	10	10	3	160.333333
10	orthogroup_2	2	9	4	560.729167
10	orthogroup_534	2	10	3	184.333333
10	orthogroup_231	4	8	3	408.333333
10	orthogroup_1457	6	10	3	0.000000
10	orthogroup_554	7	9	3	22.583333
10	orthogroup_1379	2	10	3	161.333333
10	orthogroup_548	6	9	4	564.229167
11	orthogroup_582	7	8	3	1132.333333
11	orthogroup_1406	6	9	4	1427.666667
11	orthogroup_159	13	8	3	36.750000
11	orthogroup_1811	9	8	3	80.083333
11	orthogroup_159	3	8	3	99.750000
11	orthogroup_565	2	8	3	73.083333
11	orthogroup_1808	1	8	3	22974.333333
11	orthogroup_1636	2	10	3	7.000000
11	orthogroup_1538	1	9	3	97.333333
11	orthogroup_968	1	8	3	763.083333
11	orthogroup_934	1	8	3	82.333333
11	orthogroup_554	1	9	4	1003.333333
11	orthogroup_1462	3	9	3	3.250000
11	orthogroup_159	14	8	3	75.583333
11	orthogroup_547	6	10	4	182.333333
11	orthogroup_1554	3	8	3	1.000000
11	orthogroup_1453	1	8	3	212.333333
11	orthogroup_1408	1	9	3	200.083333
11	orthogroup_1158	5	9	3	12652.000000
11	orthogroup_1636	6	10	5	5336.000000
11	orthogroup_985	3	10	3	87.583333
11	orthogroup_971	4	8	3	111.083333
11	orthogroup_1038	5	9	3	46046.333333
11	orthogroup_1811	2	8	3	54.750000
11	orthogroup_1808	4	8	4	20886.229167
11	orthogroup_1412	2	9	3	64.000000
11	orthogroup_22	1	8	3	16.333333
11	orthogroup_548	1	9	3	52.333333
11	orthogroup_582	12	8	3	408.333333
11	orthogroup_354	10	9	4	8.062500
11	orthogroup_204	1	8	4	4430.229167
11	orthogroup_484	1	9	3	35.083333
11	orthogroup_119	3	8	4	648.916667
11	orthogroup_900	12	9	5	7241.250000
11	orthogroup_65	4	9	4	107139.666667
11	orthogroup_682	2	8	3	200.333333
11	orthogroup_1811	13	8	5	7280.050000
11	orthogroup_1811	3	8	4	121.395833
11	orthogroup_119	2	8	4	96.750000
11	orthogroup_1307	8	8	3	18.083333
11	orthogroup_1363	6	9	3	12.333333
11	orthogroup_1335	1	9	4	19001.583333
11	orthogroup_554	6	9	3	0.333333
11	orthogroup_231	2	8	3	4.333333
11	orthogroup_1462	1	9	3	11.583333
11	orthogroup_1177	3	10	4	112.916667
11	orthogroup_609	7	9	3	0.000000
11	orthogroup_1811	5	8	3	41.333333
11	orthogroup_870	2	9	3	121.000000
11	orthogroup_1831	10	8	3	5.333333
11	orthogroup_1154	3	9	4	4.250000
11	orthogroup_2	1	9	3	1006.333333
11	orthogroup_554	7	9	4	36.000000
11	orthogroup_980	1	8	3	50.250000
11	orthogroup_548	6	9	4	415.229167
12	orthogroup_36	2	8	3	44.333333
12	orthogroup_1406	6	9	5	8691.700000
12	orthogroup_188	2	8	3	86.333333
12	orthogroup_1811	6	8	3	7.000000
12	orthogroup_159	13	8	4	12.750000
12	orthogroup_1811	9	8	4	128.729167
12	orthogroup_1538	1	9	3	201.333333
12	orthogroup_279	5	9	4	160.666667
12	orthogroup_554	1	9	4	1.000000
12	orthogroup_1554	3	8	4	12.750000
12	orthogroup_1158	5	9	4	23947.333333
12	orthogroup_968	2	8	4	1594.895833
12	orthogroup_784	8	9	3	192.000000
12	orthogroup_1379	7	10	3	31.000000
12	orthogroup_1808	4	8	3	33397.000000
12	orthogroup_1779	7	8	3	246.083333
12	orthogroup_582	12	8	4	488.062500
12	orthogroup_588	6	8	3	75.000000
12	orthogroup_119	3	8	5	293.450000
12	orthogroup_900	12	9	4	5629.229167
12	orthogroup_65	4	9	4	85211.583333
12	orthogroup_244	1	9	4	9.395833
12	orthogroup_1811	13	8	6	11814.566667
12	orthogroup_551	4	9	3	1.333333
12	orthogroup_618	4	9	4	115.729167
12	orthogroup_554	5	9	3	15.750000
12	orthogroup_2	2	9	4	375.395833
12	orthogroup_371	4	9	4	40.166667
12	orthogroup_1557	10	8	5	124.950000
12	orthogroup_1412	4	9	3	169.000000
12	orthogroup_2	1	9	5	4227.800000
12	orthogroup_554	7	9	3	1.750000
12	orthogroup_548	6	9	4	276.916667
12	orthogroup_1519	9	10	3	0.083333
13	orthogroup_582	7	8	3	0.583333
13	orthogroup_1406	6	9	5	8594.000000
13	orthogroup_689	7	8	4	60.562500
13	orthogroup_1154	5	9	3	48.000000
13	orthogroup_156	9	8	3	255.083333
13	orthogroup_329	12	9	4	6818.229167
13	orthogroup_790	6	9	4	1991.895833
13	orthogroup_1742	3	9	3	581.083333
13	orthogroup_1808	1	8	5	5910.950000
13	orthogroup_159	12	8	3	0.333333
13	orthogroup_1435	6	8	3	343.000000
13	orthogroup_968	1	8	4	31688.250000
13	orthogroup_1538	4	9	3	2.083333
13	orthogroup_387	9	8	3	19.000000
13	orthogroup_1524	3	9	3	426.333333
13	orthogroup_1636	4	10	3	240.333333
13	orthogroup_1627	7	9	4	48.500000
13	orthogroup_1453	1	8	4	35787.062500
13	orthogroup_1408	1	9	3	507.250000
13	orthogroup_1636	6	10	4	6500.000000
13	orthogroup_971	4	8	3	92.333333
13	orthogroup_1811	2	8	3	4.000000
13	orthogroup_1808	4	8	4	7510.916667
13	orthogroup_1408	3	9	3	0.083333
13	orthogroup_548	1	9	5	16.050000
13	orthogroup_588	6	8	4	75.333333
13	orthogroup_938	2	8	4	0.750000
13	orthogroup_1557	4	8	4	37.729167
13	orthogroup_1457	3	10	3	156.333333
13	orthogroup_1554	4	8	3	100.000000
